stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
StopArea:8711610,,GARE DE MEAUX,,48.957042694,2.8739719391,,,1,,,0,
StopArea:93:1501,,Bas d'Orgemont,,48.955177307,2.8705320358,,,1,,,0,
StopArea:93:1519,,Bel Air,,48.952907562,2.8682229519,,,1,,,0,
StopArea:93:1530,,Parmentier,,48.948295593,2.8659310341,,,1,,,0,
StopArea:93:1507,,Sucrerie,,48.946212769,2.8666670322,,,1,,,0,
StopArea:93:1509,,Avenue du Parc,,48.943840027,2.864166975,,,1,,,0,
StopArea:93:1521,,Rue Bouchard,,48.942409515,2.8610548973,,,1,,,0,
StopArea:93:1523,,Rue de Lagny,,48.940139771,2.858494997,,,1,,,0,
StopArea:93:1527,,Marronniers,,48.940349579,2.8616080284,,,1,,,0,
StopArea:93:1529,,Les Cottages,,48.941772461,2.8632450104,,,1,,,0,
StopArea:93:1537,,Souterrain,,48.956630707,2.8726079464,,,1,,,0,
StopArea:47:14805,,Les Bruyères,,48.918968201,2.9118540287,,,1,,,0,
StopArea:47:3768,,Collot,,48.919826508,2.9085021019,,,1,,,0,
StopArea:47:3781,,La Roseraie,,48.922714233,2.9063251019,,,1,,,0,
StopArea:93:1706,,Galliéni,,48.925983429,2.9050440788,,,1,,,0,
StopArea:47:3770,,Clos Benoît,,48.925708771,2.899946928,,,1,,,0,
StopArea:47:3782,,Mairie,,48.928752899,2.8971660137,,,1,,,0,
StopArea:47:3764,,Château,,48.932853699,2.8901629448,,,1,,,0,
StopArea:47:14448,,Bordes Rouges,,48.93605423,2.8875780106,,,1,,,0,
StopArea:93:1720,,Marcel Pagnol,,48.939804077,2.8854899406,,,1,,,0,
StopArea:52:3777,,La Croix,,48.942367554,2.8841080666,,,1,,,0,
StopArea:52:14705,,St Pères,,48.945545197,2.8805980682,,,1,,,0,
StopArea:93:1286,,Cornillon,,48.952056885,2.8796019554,,,1,,,0,
StopArea:47:3194,,Médiathèque,,48.954795837,2.8791360855,,,1,,,0,
StopArea:47:14607,,Poste Allende,,48.95741272,2.8824748993,,,1,,,0,
StopArea:47:3103,,Cité Administrative,,48.955852509,2.8891460896,,,1,,,0,
StopArea:93:1316,,08 Mai 1945 / 11 Novembre 1918,,48.95362854,2.8936669827,,,1,,,0,
StopArea:47:14895,,Octroi,,48.957546234,2.8942410946,,,1,,,0,
StopArea:47:3151,,Grosse Pierre,,48.962547302,2.8974070549,,,1,,,0,
StopArea:47:3172,,La Corniche,,48.967628479,2.9003999233,,,1,,,0,
StopArea:93:1239,,Musée de la Grande Guerre,,48.973007202,2.9035880566,,,1,,,0,
StopArea:47:14831,,Hauts de Chantereine,,48.973049164,2.9036018848,,,1,,,0,
StopArea:93:1277,,Vergers du Roy,,48.975696564,2.8969140053,,,1,,,0,
StopArea:93:1127,,Belvédère,,48.972892761,2.899545908,,,1,,,0,
StopArea:47:3198,,Marronniers,,48.956417084,2.8879311085,,,1,,,0,
StopArea:93:1225,,Les Platanes,,48.950408936,2.9286251068,,,1,,,0,
StopArea:93:1147,,Charles Tellier,,48.951755524,2.9303328991,,,1,,,0,
StopArea:93:1230,,Louis Fournier,,48.952640533,2.930036068,,,1,,,0,
StopArea:93:1176,,Graham Bell,,48.955631256,2.9314410686,,,1,,,0,
StopArea:93:1282,,Zone Artisanale,,48.957305908,2.9312560558,,,1,,,0,
StopArea:93:1228,,Lotissement,,48.957138062,2.9255149364,,,1,,,0,
StopArea:93:1371,,Georges Claude Quai 2,,48.956867218,2.9141509533,,,1,,,0,
StopArea:93:1376,,Chevalier Bayard,,48.954883575,2.9114949703,,,1,,,0,
StopArea:93:1101,,Adam de la Halle,,48.954452515,2.9068369865,,,1,,,0,
StopArea:93:1170,,Ecluse St Lazare,,48.95500946,2.9023809433,,,1,,,0,
StopArea:93:1142,,Chappe,,48.951389313,2.8999130726,,,1,,,0,
StopArea:93:1359,,Roland Garros,,48.94593811,2.8992528915,,,1,,,0,
StopArea:93:1154,,Collège Dunant,,48.946334839,2.8968560696,,,1,,,0,
StopArea:93:1273,,Saint Jean de Bosco,,48.949172974,2.8942120075,,,1,,,0,
StopArea:93:1309,,Henri Moissan,,48.958789825,2.8745949268,,,1,,,0,
StopArea:93:1538,,Cité Technique,,48.955673218,2.8651061058,,,1,,,0,
StopArea:93:1402,,Les Saisons de Meaux,,48.958683014,2.8617930412,,,1,,,0,
StopArea:93:1255,,Pierris,,48.950458527,2.893871069,,,1,,,0,
StopArea:93:1117,,Bâtiment F,,48.94562149,2.9020059109,,,1,,,0,
StopArea:93:1367,,Georges Claude Quai de dépose,,48.956768036,2.9166069031,,,1,,,0,
StopArea:47:3171,,Jean Vilar,,48.954872131,2.8942019939,,,1,,,0,
StopArea:93:1249,,Parc Chenonceaux,,48.951629639,2.9045410156,,,1,,,0,
StopArea:93:1163,,Cornouailles,,48.951583862,2.9088120461,,,1,,,0,
StopArea:93:1264,,Rond Point,,48.951126099,2.9121630192,,,1,,,0,
StopArea:93:1120,,Bazin,,48.951087952,2.9174780846,,,1,,,0,
StopArea:93:1128,,Berry,,48.952926636,2.9216330051,,,1,,,0,
StopArea:93:1119,,Centre Commercial Baudelaire,,48.954452515,2.9161849022,,,1,,,0,
StopArea:93:1369,,Georges Claude Quai 1,,48.956859589,2.9141380787,,,1,,,0,
StopArea:93:1137,,Centre Commercial,,48.954391479,2.915719986,,,1,,,0,
StopArea:93:1109,,Artois,,48.951816559,2.9087729454,,,1,,,0,
StopArea:93:1107,,Anjou,,48.951824188,2.9034240246,,,1,,,0,
StopArea:47:3167,,Bouvin,,48.952613831,2.9113929272,,,1,,,0,
StopArea:93:1158,,Concorde,,48.948604584,2.9105460644,,,1,,,0,
StopArea:93:1144,,Charcot,,48.946678162,2.9061510563,,,1,,,0,
StopArea:93:1152,,Claudel,,48.947502136,2.9003338814,,,1,,,0,
StopArea:93:1252,,Paul Barennes,,48.951984406,2.8969790936,,,1,,,0,
StopArea:6:435,,Henri IV,,48.959339142,2.883054018,,,1,,,0,
StopArea:93:1212,,Jean rose,,48.962001801,2.8795289993,,,1,,,0,
StopArea:47:3217,,Pinteville,,48.961986542,2.8755259514,,,1,,,0,
StopArea:93:1451,,Bonne Etoile,,48.971935272,2.8691079617,,,1,,,0,
StopArea:93:1475,,Jean Renoir,,48.975456238,2.8712599277,,,1,,,0,
StopArea:47:1769,,Collège George Sand,,48.979560852,2.8741519451,,,1,,,0,
StopArea:93:1453,,Bourg,,48.978996277,2.8771131039,,,1,,,0,
StopArea:93:1463,,Fayottes,,48.976818085,2.8740050793,,,1,,,0,
StopArea:93:1467,,Les Vignes,,48.977542877,2.8726611137,,,1,,,0,
StopArea:93:1469,,Place Rostand,,48.976512909,2.8701241016,,,1,,,0,
StopArea:47:1766,,Centre Commercial,,48.975894928,2.8657469749,,,1,,,0,
StopArea:93:1262,,Prairie de Châage,,48.963119507,2.8731319904,,,1,,,0,
StopArea:93:1250,,Parc Frot,,48.966133118,2.8731629848,,,1,,,0,
StopArea:93:1122,,Beauséjour,,48.968971252,2.8784749508,,,1,,,0,
StopArea:93:1138,,Châage,,48.969577789,2.8822898865,,,1,,,0,
StopArea:93:1271,,Saint Faron,,48.969200134,2.8853778839,,,1,,,0,
StopArea:93:1211,,Hôpital,,48.967292786,2.8841159344,,,1,,,0,
StopArea:93:2220,,Centre,,48.942867279,2.9873280525,,,1,,,0,
StopArea:93:2074,,Brinches,,48.93755722,2.9631009102,,,1,,,0,
StopArea:93:2076,,Rue de Brinches,,48.938941956,2.940294981,,,1,,,0,
StopArea:93:2072,,Centre,,48.937404633,2.9367640018,,,1,,,0,
StopArea:93:2070,,Les Côteaux,,48.940822601,2.9373829365,,,1,,,0,
StopArea:93:1905,,Collège,,48.951385498,2.9426839352,,,1,,,0,
StopArea:93:1915,,Mairie,,48.95867157,2.9473071098,,,1,,,0,
StopArea:47:5084,,Eglise,,48.957698822,2.946377039,,,1,,,0,
StopArea:47:3229,,Route de Poincy,,48.957450867,2.9363720417,,,1,,,0,
StopArea:93:1374,,Georges Claude Quai 4,,48.95703125,2.9181520939,,,1,,,0,
StopArea:93:1373,,Georges Claude Quai 3,,48.956874847,2.9182729721,,,1,,,0,
StopArea:47:5091,,Parc,,48.957759857,2.9497799873,,,1,,,0,
StopArea:93:1540,,IMA,,48.954223633,2.8605129719,,,1,,,0,
StopArea:93:1543,,Parc d'Activité du Pays de Meaux,,48.948455811,2.8579099178,,,1,,,0,
StopArea:93:1401,,Prison,,48.963104248,2.8636670113,,,1,,,0,
StopArea:93:1514,,Les Patios,,48.954826355,2.8644149303,,,1,,,0,
StopArea:93:1174,,Frères Lumières,,48.962287903,2.9178700447,,,1,,,0,
StopArea:93:1166,,Daguerre,,48.963436127,2.9157259464,,,1,,,0,
StopArea:93:1112,,Avenue de Meaux,,48.966644287,2.9210989475,,,1,,,0,
StopArea:93:1801,,Mairie,,48.968578339,2.9345788956,,,1,,,0,
StopArea:93:2131,,Place des Tilleuls,,48.941532135,2.8045248985,,,1,,,0,
StopArea:93:2132,,Tennis,,48.939247131,2.8075869083,,,1,,,0,
StopArea:93:2230,,Eglise,,48.930717468,2.8089148998,,,1,,,0,
StopArea:93:2232,,Château,,48.929195404,2.8090240955,,,1,,,0,
StopArea:93:2108,,Tourneville,,48.914981842,2.8145320415,,,1,,,0,
StopArea:93:2101,,Murs Blancs,,48.912700653,2.829761982,,,1,,,0,
StopArea:93:2103,,Mairie,,48.911617279,2.8257980347,,,1,,,0,
StopArea:93:2105,,Bois du Chêne,,48.90335083,2.8209619522,,,1,,,0,
StopArea:93:2107,,Rue Pât des Vignes,,48.913021088,2.8164710999,,,1,,,0,
StopArea:47:1947,,Le Morin,,48.908405304,2.8148059845,,,1,,,0,
StopArea:8711632,,GARE D'ESBLY,,48.902999878,2.8113870621,,,1,,,0,
StopArea:93:1360,,Avenue du Maréchal Foch,,48.952407837,2.8855550289,,,1,,,0,
StopArea:93:1362,,Avenue de la Marne,,48.948890686,2.8889770508,,,1,,,0,
StopArea:93:2187,,Jean Renoir,,49.000617981,2.9569530487,,,1,,,0,
StopArea:93:2193,,GERMIGNY - Rue Degas,,48.996349335,2.9549219608,,,1,,,0,
StopArea:93:2184,,Résidence de la Marne,,48.994476318,2.9568181038,,,1,,,0,
StopArea:93:2182,,Mairie,,48.993652344,2.9456779957,,,1,,,0,
StopArea:93:2191,,Château,,48.992996216,2.9412660599,,,1,,,0,
StopArea:93:2180,,Route de Trilport,,48.98992157,2.9427530766,,,1,,,0,
StopArea:93:1912,,Croix l'Evêque,,48.967803955,2.9489099979,,,1,,,0,
StopArea:93:1910,,Langelot,,48.965957642,2.9493649006,,,1,,,0,
StopArea:93:1922,,Rue de Germigny,,48.960914612,2.9484660625,,,1,,,0,
StopArea:93:1288,,Fauvettes,,48.948329926,2.8800330162,,,1,,,0,
StopArea:47:3779,,La Hayette,,48.942806244,2.8794651031,,,1,,,0,
StopArea:47:15007,,Les Buttes aux Lièvres,,48.938335419,2.8770880699,,,1,,,0,
StopArea:93:1612,,Madeleine,,48.941146851,2.8752989769,,,1,,,0,
StopArea:93:1604,,Le Clos Godet,,48.941928864,2.8762760162,,,1,,,0,
StopArea:93:1614,,Les Sablons,,48.939682007,2.8724529743,,,1,,,0,
StopArea:93:1632,,Les Voûtes,,48.936653137,2.8702940941,,,1,,,0,
StopArea:93:1626,,Cimetière,,48.931190491,2.8622310162,,,1,,,0,
StopArea:93:1601,,Avenue de la Brie,,48.928455353,2.8632600307,,,1,,,0,
StopArea:93:1621,,Mozart,,48.927070618,2.8648281097,,,1,,,0,
StopArea:93:1623,,Petits Clos,,48.925426483,2.8672249317,,,1,,,0,
StopArea:93:1625,,Raspail,,48.924633026,2.8633708954,,,1,,,0,
StopArea:93:1617,,Les Vendangeuses,,48.922477722,2.861536026,,,1,,,0,
StopArea:93:1603,,Carnot,,48.92509079,2.8592159748,,,1,,,0,
StopArea:93:1619,,Mairie,,48.926963806,2.8592219353,,,1,,,0,
StopArea:93:1635,,Pasteur Marguerite,,48.929344177,2.8608551025,,,1,,,0,
StopArea:59563,,Créteil l'Echat / Hôpital Henri Mondor,,48.796546936,2.448595047,,,1,,,0,
StopArea:59:6741296,,CROUS,,48.841766357,2.584017992,,,1,,,0,
StopArea:59:6741356,,Ampère,,48.844825745,2.5830049515,,,1,,,0,
StopArea:59:6741352,,Bois de Grâce,,48.848308563,2.5855100155,,,1,,,0,
StopArea:59:6741336,,Mairie,,48.85200119,2.6011919975,,,1,,,0,
StopArea:92:4,,QUATRE PAVES,,48.851631165,2.6213839054,,,1,,,0,
StopArea:8775837,,GARE DE TORCY,,48.838947296,2.6546440125,,,1,,,0,
StopArea:8768211,,GARE DE YERRES,,48.706924438,2.4832038879,,,1,,,0,
StopArea:32:45404,,Place Gambetta,,48.701534271,2.4858000278,,,1,,,0,
StopArea:32:45209,,PAVILLON FLORE,,48.700782776,2.4666600227,,,1,,,0,
StopArea:43:276,,La Forêt,,48.696212769,2.4559628963,,,1,,,0,
StopArea:43:150,,Prairie de l'Oly,,48.703411102,2.4417569637,,,1,,,0,
StopArea:8799150,,Patte d'Oie,,48.703239441,2.4299829006,,,1,,,0,
StopArea:43:240,,Salvador Allende,,48.69392395,2.4302179813,,,1,,,0,
StopArea:43:101,,Orée de Sénart,,48.686153412,2.4181489944,,,1,,,0,
StopArea:8799149,,Eglise,,48.686107635,2.4089739323,,,1,,,0,
StopArea:8754524,,GARE DE JUVISY,,48.689693451,2.3827369213,,,1,,,0,
StopArea:59:6251971,,Cottage,,48.705619812,2.3931999207,,,1,,,0,
StopArea:59:5816781,,Albert Sarrault,,48.708515167,2.3828508854,,,1,,,0,
StopArea:59844,,Porte de L'Essonne,,48.714111328,2.3718140125,,,1,,,0,
StopArea:8749571,,Aéroport Orly 1-2-3 (Ouest),,48.728294373,2.3600990772,,,1,,,0,
StopArea:59841,,Orly 4 / sortie k,,48.729152679,2.3691010475,,,1,,,0,
StopArea:43:93,,Marché,,48.686069489,2.409183979,,,1,,,0,
StopArea:8754619,,GARE DE PONT DE RUNGIS,,48.746879578,2.3709928989,,,1,,,0,
StopArea:59:4314838,,LA BELLE EPINE,,48.755401611,2.3689088821,,,1,,,0,
StopArea:91:29,,Marché International de Rungis,,48.763092041,2.358109951,,,1,,,0,
StopArea:32:45213,,SAINT-JOSEPH,,48.699745178,2.4683010578,,,1,,,0,
StopArea:8738102,,PORTE MAILLOT,,48.878063202,2.2823529243,,,1,,,0,
StopArea:90:2,,Aéroport Paris Beauvais,,49.459335327,2.1128840446,,,1,,,0,
StopArea:8738668,,GARE DES MUREAUX,,48.992904663,1.9129179716,,,1,,,0,
StopArea:21:450,,Bougimonts,,48.986328125,1.9133330584,,,1,,,0,
StopArea:21:822,,Vigne Blanche,,48.981784821,1.9122829437,,,1,,,0,
StopArea:8798751,,Les Sablons,,48.977077484,1.9148060083,,,1,,,0,
StopArea:89:16,,Chamoiserie / Comtesse RD43,,48.973209381,1.917750001,,,1,,,0,
StopArea:89:18,,Presle,,48.950519562,1.9279899597,,,1,,,0,
StopArea:21:404,,Conforama,,48.926551819,1.9870970249,,,1,,,0,
StopArea:23:559,,Rond Point de Grignon,,48.842887878,1.9445929527,,,1,,,0,
StopArea:8739342,,GARE DE PLAISIR GRIGNON,,48.831497192,1.9439949989,,,1,,,0,
StopArea:50:522,,Rond Point du Petit Saint Cloud,,48.829498291,1.9511510134,,,1,,,0,
StopArea:41:6547,,Prague,,48.795459747,1.9680229425,,,1,,,0,
StopArea:22:9670,,De Lattre de Tassigny,,48.797668457,1.9747589827,,,1,,,0,
StopArea:41:6060,,Gay Lussac,,48.792182922,1.9750449657,,,1,,,0,
StopArea:89:33,,Base de Loisirs,,48.783557892,1.9928029776,,,1,,,0,
StopArea:41:6652,,Île de Loisirs - Centre équestre,,48.780586243,2.0028190613,,,1,,,0,
StopArea:8739384,,Gare de Saint Quentin En Yvelines,,48.787742615,2.0451760292,,,1,,,0,
StopArea:23:382,,Toys'R'us,,48.927127838,1.9859900475,,,1,,,0,
StopArea:8738665,,GARE DE VERNOUILLET VERNEUIL,,48.980899811,1.9824409485,,,1,,,0,
StopArea:58:418,,Jean Jaurès,,48.974708557,1.9868550301,,,1,,,0,
StopArea:83:600,,LA DEFENSE TERMINAL JULES VERNE,,48.891345978,2.2421159744,,,1,,,0,
StopArea:89:4,,LA DEFENSE TERMINAL JULES VERNE,,48.891273499,2.2421770096,,,1,,,0,
StopArea:21:402,,Art de Vivre,,48.925437927,1.9913549423,,,1,,,0,
StopArea:8727146,,Aéroport CDG 1 Terminal 3 - Roissypole,,49.010368347,2.5595319271,,,1,,,0,
StopArea:20:482,,Zone Technique,,49.011325836,2.5329010487,,,1,,,0,
StopArea:6:404,,Marie Feuchère,,49.045948029,2.5093119144,,,1,,,0,
StopArea:6:406,,Parc,,49.047927856,2.5064890385,,,1,,,0,
StopArea:88:1977,,Square Degas,,49.043518066,2.5042939186,,,1,,,0,
StopArea:8727625,,GARE DE LOUVRES,,49.049404144,2.5016829967,,,1,,,0,
StopArea:88:871,,La pépinière,,49.054122925,2.5015120506,,,1,,,0,
StopArea:88:893,,Route de Marly,,49.058071136,2.5005130768,,,1,,,0,
StopArea:88:891,,Gymnase,,49.061309814,2.499505043,,,1,,,0,
StopArea:88:888,,Salle des Fêtes,,49.075977325,2.4988119602,,,1,,,0,
StopArea:88:883,,Mairie,,49.078659058,2.4991281033,,,1,,,0,
StopArea:88:886,,Place du Vert Clos,,49.080207825,2.5028951168,,,1,,,0,
StopArea:88:878,,Rue des Prés,,49.083240509,2.5047240257,,,1,,,0,
StopArea:88:882,,Hameau de prieuré,,49.084465027,2.5041399002,,,1,,,0,
StopArea:88:880,,Ecole de la Garenne,,49.084953308,2.5018699169,,,1,,,0,
StopArea:88:876,,Cimetière,,49.086700439,2.5008499622,,,1,,,0,
StopArea:88:881,,Hameau des Cèdres,,49.090023041,2.5010519028,,,1,,,0,
StopArea:88:885,,Place du 19 mars,,49.092422485,2.5021400452,,,1,,,0,
StopArea:88:781,,Poteau de Marly,,49.09419632,2.5025680065,,,1,,,0,
StopArea:88:773,,Bellevue,,49.094638824,2.4991850853,,,1,,,0,
StopArea:88:779,,Haute Grève,,49.096416473,2.5035281181,,,1,,,0,
StopArea:88:783,,Rue de l'Epine,,49.098621368,2.5048220158,,,1,,,0,
StopArea:88:769,,Avenue du Large,,49.099189758,2.5094630718,,,1,,,0,
StopArea:88:777,,Gendarmerie,,49.099029541,2.5133280754,,,1,,,0,
StopArea:88:775,,Centre Commercial / Mairie,,49.1001091,2.5158770084,,,1,,,0,
StopArea:88:771,,Beaumont,,49.102241516,2.5146729946,,,1,,,0,
StopArea:8727626,,GARE DE SURVILLIERS FOSSES,,49.09954071,2.5253369808,,,1,,,0,
StopArea:88:1966,,Centre Commercial de Fosses,,49.100479126,2.5281260014,,,1,,,0,
StopArea:88:1997,,Petit Argenteuil,,49.099273682,2.5326299667,,,1,,,0,
StopArea:88:1995,,Monument,,49.098258972,2.5387289524,,,1,,,0,
StopArea:88:1993,,Mairie,,49.097572327,2.5433239937,,,1,,,0,
StopArea:88:1987,,Colombier,,49.101734161,2.543266058,,,1,,,0,
StopArea:88:1991,,Jardin Frémin,,49.102207184,2.5444169044,,,1,,,0,
StopArea:88:1985,,Chemin du gué,,49.101623535,2.5470969677,,,1,,,0,
StopArea:88:1989,,Les Grands Prés,,49.099704742,2.548101902,,,1,,,0,
StopArea:88:877,,Cité Jardins,,49.091293335,2.5046451092,,,1,,,0,
StopArea:88:874,,Bois Maillard,,49.089134216,2.5083498955,,,1,,,0,
StopArea:88:875,,Collège Françoise Dolto,,49.086219788,2.5061221123,,,1,,,0,
StopArea:88:890,,Général Leclerc,,49.057029724,2.5006330013,,,1,,,0,
StopArea:88:866,,Copenhague,,49.05260849,2.5002679825,,,1,,,0,
StopArea:88:865,,Centre Commercial,,49.050296783,2.4997498989,,,1,,,0,
StopArea:88:1970,,Les Coteaux,,49.02885437,2.4807970524,,,1,,,0,
StopArea:88:863,,Victor Basch,,49.030258179,2.4749109745,,,1,,,0,
StopArea:88:847,,Mairie,,49.032108307,2.4740409851,,,1,,,0,
StopArea:88:1975,,Résidence Ambroise Croizat,,49.036300659,2.4784009457,,,1,,,0,
StopArea:88:837,,La Charmeuse,,49.034229279,2.4719760418,,,1,,,0,
StopArea:88:854,,Les Montagnettes,,49.035900116,2.4702041149,,,1,,,0,
StopArea:88:843,,Ecole Gabriel Péri,,49.038040161,2.4678859711,,,1,,,0,
StopArea:88:845,,Henri Dunant,,49.037059784,2.4638450146,,,1,,,0,
StopArea:88:1972,,Georges Brassens,,49.042984009,2.4673790932,,,1,,,0,
StopArea:88:841,,Descartes,,49.038818359,2.4611430168,,,1,,,0,
StopArea:88:852,,Montgolfier,,49.03899765,2.458190918,,,1,,,0,
StopArea:88:835,,Chapellerie,,49.038036346,2.4554069042,,,1,,,0,
StopArea:88:829,,Ampère Chartrel,,49.035743713,2.4564878941,,,1,,,0,
StopArea:88:861,,Avenue Des Tilleuls,,49.033031464,2.4584391117,,,1,,,0,
StopArea:88:1971,,École Jacques Prévert,,49.030036926,2.4518198967,,,1,,,0,
StopArea:88:1974,,Pablo Picasso,,49.033786774,2.449090004,,,1,,,0,
StopArea:88:839,,Centre de Secours,,49.030227661,2.459966898,,,1,,,0,
StopArea:88:849,,Marché,,49.027973175,2.4615199566,,,1,,,0,
StopArea:88:851,,Marcel Cerdan,,49.023002625,2.4595739841,,,1,,,0,
StopArea:8727624,,GARE DE GOUSSAINVILLE,,49.023647308,2.4624779224,,,1,,,0,
StopArea:88:833,,Carrefour de l'Europe,,49.020969391,2.4647619724,,,1,,,0,
StopArea:88:831,,Calvaire,,49.016048431,2.4694290161,,,1,,,0,
StopArea:88:856,,Le Moulin,,49.011447906,2.4720470905,,,1,,,0,
StopArea:88:926,,Pont Chinois,,49.007873535,2.4717640877,,,1,,,0,
StopArea:88:920,,Les Charmilles,,49.005260468,2.4719350338,,,1,,,0,
StopArea:88:922,,Chemin de St Denis,,49.00762558,2.4763600826,,,1,,,0,
StopArea:88:918,,Avenue Bocquet,,49.010623932,2.4832670689,,,1,,,0,
StopArea:88:930,,La Talmouse,,49.010902405,2.4883220196,,,1,,,0,
StopArea:88:903,,Parc Mail 1,,49.007640839,2.4937291145,,,1,,,0,
StopArea:88:904,,Parc Mail 2,,49.00466156,2.4909329414,,,1,,,0,
StopArea:88:905,,Parc du Moulin,,49.00403595,2.5016260147,,,1,,,0,
StopArea:88:902,,Rue du Noyer,,49.003204346,2.5044100285,,,1,,,0,
StopArea:88:906,,Roissy Parc,,49.005451202,2.5063641071,,,1,,,0,
StopArea:88:896,,Passerelle,,49.003673553,2.5120809078,,,1,,,0,
StopArea:88:908,,Village,,49.003986359,2.5161728859,,,1,,,0,
StopArea:88:894,,Airapolis,,49.006858826,2.5194199085,,,1,,,0,
StopArea:88:898,,Convention,,49.007793427,2.5161859989,,,1,,,0,
StopArea:20:480,,Entretien Nord,,49.01177597,2.5161058903,,,1,,,0,
StopArea:88:596,,Terminal 2- Route de service,,49.003646851,2.5583910942,,,1,,,0,
StopArea:59:7899315,,Rue des Vignes,,49.004615784,2.5481979847,,,1,,,0,
StopArea:7:10509,,Rue du Châpitre,,49.00252533,2.5352389812,,,1,,,0,
StopArea:59:3672164,,Les 2 Cèdres,,49.001838684,2.5281550884,,,1,,,0,
StopArea:7:10502,,Cargo Centre,,48.99836731,2.5261030197,,,1,,,0,
StopArea:8798212,,MARGUILLIERS,,48.994590759,2.5236570835,,,1,,,0,
StopArea:88:542,,Jeune Fille,,48.993934631,2.5263259411,,,1,,,0,
StopArea:88:598,,Rue des rossignols,,48.991176605,2.5266571045,,,1,,,0,
StopArea:59:4146125,,Rue de la Belle Borne,,48.989532471,2.5274939537,,,1,,,0,
StopArea:11:50115910,,Aéroville,,48.99118042,2.5241389275,,,1,,,0,
StopArea:88:858,,Les Olympiades,,49.02179718,2.4559509754,,,1,,,0,
StopArea:88:860,,Sécurité Sociale,,49.02558136,2.4631741047,,,1,,,0,
StopArea:88:1252,,Rue de la Fossette,,49.012588501,2.5855948925,,,1,,,0,
StopArea:6:415,,20 Arpents,,49.019470215,2.5875270367,,,1,,,0,
StopArea:6:416,,Centre,,49.017887115,2.5915360451,,,1,,,0,
StopArea:6:418,,Eglise,,49.017398834,2.5936350822,,,1,,,0,
StopArea:6:420,,Grande Borne,,49.014919281,2.6002140045,,,1,,,0,
StopArea:6:430,,Zone Industrielle Périchet,,49.015621185,2.5917880535,,,1,,,0,
StopArea:6:422,,Rue du Gué,,49.020820618,2.5985701084,,,1,,,0,
StopArea:6:610,,Jeu de Paume,,49.03301239,2.6354470253,,,1,,,0,
StopArea:6:606,,Centre,,49.033790588,2.6394689083,,,1,,,0,
StopArea:6:391,,Belle Etoile,,49.046352386,2.6645491123,,,1,,,0,
StopArea:6:402,,Lycée Charles de Gaulle,,49.047138214,2.6669020653,,,1,,,0,
StopArea:6:394,,Croisement,,49.051071167,2.6709990501,,,1,,,0,
StopArea:6:364,,Trésor public,,49.053249359,2.674849987,,,1,,,0,
StopArea:6:357,,Mairie,,49.053913116,2.6781148911,,,1,,,0,
StopArea:6:362,,St Fiacre,,49.05361557,2.6853320599,,,1,,,0,
StopArea:6:338,,Canada,,49.05620575,2.6960148811,,,1,,,0,
StopArea:6:335,,Bergamottes,,49.058765411,2.6907610893,,,1,,,0,
StopArea:6:349,,Route d'Eve,,49.060703278,2.6858110428,,,1,,,0,
StopArea:6:348,,Dom Ganneron,,49.061653137,2.6814479828,,,1,,,0,
StopArea:6:340,,Collège de l'Europe,,49.063560486,2.6811048985,,,1,,,0,
StopArea:6:345,,Centre Médical,,49.067035675,2.6805410385,,,1,,,0,
StopArea:6:501,,La Jalaise,,49.071178436,2.6774189472,,,1,,,0,
StopArea:6:503,,Mairie,,49.075027466,2.6753380299,,,1,,,0,
StopArea:6:497,,Froids Vents,,49.078113556,2.6759839058,,,1,,,0,
StopArea:6:499,,Guincourt,,49.079650879,2.674052,,,1,,,0,
StopArea:6:496,,Beaupré,,49.081588745,2.6688039303,,,1,,,0,
StopArea:6:342,,Chabannes,,49.061828613,2.6848609447,,,1,,,0,
StopArea:6:351,,Garenne,,49.057601929,2.6879429817,,,1,,,0,
StopArea:6:343,,Châtaigners,,49.05639267,2.6916539669,,,1,,,0,
StopArea:6:355,,Place Jean-Baptiste Delambre,,49.054141998,2.6802430153,,,1,,,0,
StopArea:6:347,,La Corbie,,49.055282593,2.6747059822,,,1,,,0,
StopArea:6:426,,Route Nationale,,49.019729614,2.5867979527,,,1,,,0,
StopArea:88:2026,,Acacias,,49.039207458,2.4666340351,,,1,,,0,
StopArea:88:2027,,Camélinat,,49.040439606,2.4649960995,,,1,,,0,
StopArea:88:2028,,Cachin Blatreux,,49.0417099,2.4629540443,,,1,,,0,
StopArea:7:10485,,Aéroville Belle Borne,,48.989448547,2.5253190994,,,1,,,0,
StopArea:88:565,,Rue du Pavé,,48.987094879,2.532779932,,,1,,,0,
StopArea:7:10781,,Versant Seine,,48.986316681,2.5363609791,,,1,,,0,
StopArea:7:10500,,La Croix,,48.98878479,2.545044899,,,1,,,0,
StopArea:88:1954,,Rue du Sausset,,48.976154327,2.5445680618,,,1,,,0,
StopArea:8798656,,Le Clos Montceleux,,48.954353333,2.5353839397,,,1,,,0,
StopArea:8727144,,GARE DE SEVRAN BEAUDOTTES,,48.947063446,2.5242400169,,,1,,,0,
StopArea:70:50005895,,Kennedy / Charcot,,48.935920715,2.5158250332,,,1,,,0,
