service_id,date,exception_type
HVI:Timetable:2,20191111,2
HVI:Timetable:2,20191225,2
HVI:Timetable:2,20200101,2
HVI:Timetable:2,20200102,2
HVI:Timetable:2,20200103,2
HVI:Timetable:2,20200104,2
HVI:Timetable:2,20200106,2
HVI:Timetable:2,20200107,2
HVI:Timetable:2,20200108,2
HVI:Timetable:2,20200109,2
HVI:Timetable:2,20200110,2
HVI:Timetable:2,20200111,2
HVI:Timetable:2,20200113,2
HVI:Timetable:2,20200114,2
HVI:Timetable:2,20200115,2
HVI:Timetable:2,20200116,2
HVI:Timetable:2,20200117,2
HVI:Timetable:2,20200118,2
HVI:Timetable:2,20200120,2
HVI:Timetable:2,20200121,2
HVI:Timetable:2,20200122,2
HVI:Timetable:2,20200123,2
HVI:Timetable:2,20200124,2
HVI:Timetable:2,20200125,2
HVI:Timetable:2,20200127,2
HVI:Timetable:2,20200128,2
HVI:Timetable:2,20200129,2
HVI:Timetable:2,20200130,2
HVI:Timetable:2,20200131,2
HVI:Timetable:2,20200201,2
HVI:Timetable:2,20200203,2
HVI:Timetable:2,20200204,2
HVI:Timetable:2,20200205,2
HVI:Timetable:2,20200206,2
HVI:Timetable:2,20200207,2
HVI:Timetable:2,20200208,2
HVI:Timetable:2,20200210,2
HVI:Timetable:2,20200211,2
HVI:Timetable:2,20200212,2
HVI:Timetable:2,20200213,2
HVI:Timetable:2,20200214,2
HVI:Timetable:2,20200215,2
HVI:Timetable:2,20200217,2
HVI:Timetable:2,20200218,2
HVI:Timetable:2,20200219,2
HVI:Timetable:2,20200220,2
HVI:Timetable:2,20200221,2
HVI:Timetable:2,20200222,2
HVI:Timetable:2,20200224,2
HVI:Timetable:2,20200225,2
HVI:Timetable:2,20200226,2
HVI:Timetable:2,20200227,2
HVI:Timetable:2,20200228,2
HVI:Timetable:2,20200229,2
HVI:Timetable:2,20200302,2
HVI:Timetable:2,20200303,2
HVI:Timetable:2,20200304,2
HVI:Timetable:2,20200305,2
HVI:Timetable:2,20200306,2
HVI:Timetable:2,20200307,2
HVI:Timetable:2,20200309,2
HVI:Timetable:2,20200310,2
HVI:Timetable:2,20200311,2
HVI:Timetable:2,20200312,2
HVI:Timetable:2,20200313,2
HVI:Timetable:2,20200314,2
HVI:Timetable:2,20200316,2
HVI:Timetable:2,20200317,2
HVI:Timetable:2,20200318,2
HVI:Timetable:2,20200319,2
HVI:Timetable:2,20200320,2
HVI:Timetable:2,20200321,2
HVI:Timetable:2,20200323,2
HVI:Timetable:2,20200324,2
HVI:Timetable:2,20200325,2
HVI:Timetable:2,20200326,2
HVI:Timetable:2,20200327,2
HVI:Timetable:2,20200328,2
HVI:Timetable:2,20200330,2
HVI:Timetable:2,20200331,2
HVI:Timetable:2,20200401,2
HVI:Timetable:2,20200402,2
HVI:Timetable:2,20200403,2
HVI:Timetable:2,20200404,2
HVI:Timetable:2,20200406,2
HVI:Timetable:2,20200407,2
HVI:Timetable:2,20200408,2
HVI:Timetable:2,20200409,2
HVI:Timetable:2,20200410,2
HVI:Timetable:2,20200411,2
HVI:Timetable:2,20200413,2
HVI:Timetable:2,20200414,2
HVI:Timetable:2,20200415,2
HVI:Timetable:2,20200416,2
HVI:Timetable:2,20200417,2
HVI:Timetable:2,20200418,2
HVI:Timetable:2,20200420,2
